사라, 64, 144
사파, 95, 188
파카, 96, 197
자아, 44, 196
가다, 98, 176
다다, 59, 187
카다, 61, 195
카카, 96, 194
파라, 90, 168
카아, 99, 162
마바, 87, 144
타다, 92, 172
바바, 98, 150
다타, 63, 142
카마, 53, 144
마나, 48, 185
마라, 66, 182
하자, 93, 146
하마, 55, 184
사타, 60, 145
가다, 98, 156
자나, 97, 167
가파, 56, 155
카타, 79, 173
자카, 56, 149
아가, 55, 150
타다, 79, 145
가타, 71, 149
사타, 56, 193
차라, 91, 154
사타, 62, 171
바나, 96, 183
나가, 86, 185
라아, 82, 188
타나, 58, 177
나나, 89, 143
파자, 92, 165
아타, 85, 162
하자, 46, 164
라사, 52, 183
다사, 45, 146
아다, 86, 198
라라, 63, 155
자다, 83, 177
사파, 40, 147
사파, 79, 180
아타, 92, 162
나파, 77, 140
사타, 42, 162
타파, 52, 163
타차, 97, 147
차나, 49, 151
타다, 94, 168
사파, 53, 177
자나, 50, 167
카차, 42, 154
사바, 73, 140
아파, 91, 161
타타, 56, 196
다타, 66, 182
라나, 54, 155
자사, 64, 166
아다, 68, 168
하가, 85, 184
타바, 48, 167
파아, 55, 140
마마, 77, 164
타하, 56, 194
나가, 66, 170
타나, 85, 167
사다, 81, 145
차가, 63, 153
타하, 64, 194
사차, 63, 177
파다, 98, 157
다하, 58, 155
파나, 69, 156
하타, 69, 148
하하, 98, 185
아사, 72, 164
카가, 40, 174
타하, 88, 140
하사, 63, 159
바파, 62, 189
아차, 77, 175
나가, 98, 185
가다, 94, 198
나아, 74, 173
카아, 89, 188
자라, 65, 158
가파, 82, 159
라하, 77, 173
라타, 42, 150
사아, 42, 157
마타, 81, 176
자가, 99, 171
바사, 54, 191
다자, 62, 180
마나, 62, 183
마하, 40, 146
사카, 40, 177
마라, 45, 192
아차, 51, 144
라카, 69, 155
타마, 66, 151
라나, 71, 169
아나, 98, 143
마파, 88, 166
차차, 78, 177
나바, 99, 174
가타, 69, 195
타사, 99, 181
타가, 83, 150
파차, 55, 175
카바, 71, 199
바마, 65, 148
라자, 80, 168
하카, 44, 164
바아, 52, 191
자바, 77, 153
다아, 93, 199
다사, 64, 195
다차, 83, 187
아차, 73, 192
가라, 94, 145
가타, 93, 191
바다, 44, 143
타나, 41, 170
자파, 51, 193
하타, 94, 154
파가, 54, 180
카마, 40, 181
카하, 48, 157
타아, 47, 190
라사, 88, 159
다가, 63, 170
라아, 92, 159
파바, 96, 173
바파, 73, 194
마마, 97, 177
파하, 89, 143
나사, 74, 160
마아, 56, 195
파자, 48, 190
사아, 59, 180
카자, 81, 147
타바, 91, 166
다마, 77, 182
타타, 67, 186
카다, 97, 155
하차, 71, 177
자하, 53, 159
다하, 95, 162
마가, 99, 177
차자, 40, 169
하사, 91, 140
가마, 50, 142
아가, 80, 176
자하, 82, 188
나아, 78, 184
바바, 51, 178
가파, 59, 155
파카, 57, 151
카차, 53, 179
바파, 67, 155
사바, 64, 181
바파, 89, 165
파가, 88, 189
사가, 69, 172
사카, 89, 169
하다, 93, 186
자다, 97, 180
카마, 42, 164
다하, 70, 145
라파, 55, 165
가나, 82, 141
차카, 45, 167
파가, 71, 198
차라, 65, 175
타카, 48, 151
라차, 55, 161
아카, 53, 173
하차, 52, 168
카자, 53, 196
파가, 82, 189
다다, 69, 166
파가, 51, 194
바바, 96, 166
다바, 68, 196
하타, 87, 177
아파, 67, 161
라하, 55, 180
가바, 44, 155
타차, 82, 184
바아, 48, 168
나카, 67, 172
아자, 73, 179
타마, 58, 162
차파, 56, 177
타나, 76, 173
자다, 54, 173
차라, 66, 194
나다, 43, 190
나차, 91, 141
자다, 61, 160
가자, 41, 179
카하, 87, 170
하카, 45, 166
차하, 80, 194
마다, 44, 142
다타, 85, 165
사사, 99, 166
가마, 93, 143
파아, 41, 159
파차, 50, 148
마마, 54, 178
사파, 98, 161
사카, 93, 199
차라, 53, 171
자차, 66, 164
마타, 45, 155
마라, 56, 182
사타, 56, 155
타사, 89, 195
가하, 62, 157
하라, 57, 190
다하, 79, 169
나파, 65, 157
하마, 85, 140
카바, 66, 165
카라, 87, 174
자차, 57, 148
아가, 64, 157
카자, 57, 173
차아, 84, 146
바아, 41, 194
가자, 98, 164
파하, 87, 163
카나, 58, 161
사차, 94, 171
사사, 85, 181
타차, 61, 147
카타, 84, 167
사다, 59, 146
파자, 81, 199
사하, 59, 161
라다, 61, 179
다자, 81, 157
다다, 61, 170
라자, 74, 166
바라, 94, 193
아가, 40, 140
마차, 51, 170
마마, 43, 194
아자, 51, 199
다가, 76, 181
마타, 76, 148
마사, 92, 173
카타, 86, 186
파파, 54, 159
파아, 73, 178
바아, 56, 166
아타, 53, 198
카아, 41, 159
가라, 81, 150
가카, 63, 145
아차, 74, 147
라자, 89, 152
아파, 72, 150
가파, 41, 142
하마, 73, 179
바라, 94, 175
파가, 56, 188
라카, 47, 166
나아, 43, 193
아가, 94, 176
다자, 52, 161
아마, 65, 168
자라, 73, 165
하카, 89, 168
다나, 60, 195
하라, 68, 144
가가, 90, 142
카하, 81, 199
타카, 51, 142
마바, 98, 170
사바, 43, 190
카자, 53, 153
자차, 75, 140
다자, 60, 179
다다, 60, 189
바타, 92, 181
다카, 40, 164
아라, 57, 153
바파, 40, 148
사마, 46, 141
파아, 59, 163
파마, 98, 175
자타, 66, 199
나사, 76, 177
다바, 52, 194
아마, 80, 186
차가, 42, 146
마가, 51, 167
마사, 81, 157
아마, 68, 183
다차, 87, 174
자바, 66, 199
파하, 43, 187
라사, 90, 159
사아, 59, 165
라카, 72, 171
나아, 56, 172
자차, 47, 155
다다, 98, 168
타아, 53, 147
아바, 95, 182
바나, 43, 156
바라, 65, 164
다사, 40, 158
가하, 42, 183
차마, 49, 152
카카, 60, 188
카바, 42, 196
하차, 85, 140
차라, 42, 160
다사, 49, 167
자라, 52, 149
가파, 41, 142
하라, 77, 178
마마, 85, 183
아사, 90, 193
다파, 64, 140
라차, 62, 141
가바, 74, 174
바마, 56, 168
파카, 85, 181
카마, 76, 185
타가, 53, 152
파아, 43, 173
자타, 57, 187
다라, 43, 196
사아, 64, 146
사라, 85, 179
라카, 99, 186
타사, 51, 177
라사, 98, 192
차차, 65, 192
마하, 67, 154
카파, 59, 189
나나, 48, 188
라라, 60, 176
타바, 52, 176
타타, 98, 185
나사, 93, 180
하라, 73, 189
하파, 87, 185
타하, 43, 152
라사, 94, 144
자자, 66, 198
파아, 48, 175
아카, 76, 173
차타, 50, 181
나마, 54, 141
자사, 88, 176
아마, 82, 169
자사, 79, 160
마사, 75, 151
마나, 57, 153
라하, 91, 189
하라, 49, 157
라하, 70, 152
자나, 53, 187
하하, 52, 174
아나, 65, 155
타차, 86, 175
자카, 45, 177
타카, 76, 161
차카, 67, 141
파차, 74, 141
자사, 89, 159
가아, 64, 153
사타, 47, 192
아라, 77, 144
라다, 86, 156
파파, 77, 164
가타, 56, 190
타자, 53, 167
아차, 57, 164
카타, 86, 146
바아, 99, 199
라아, 68, 155
아다, 45, 177
가자, 93, 140
자카, 92, 153
가하, 58, 179
바자, 48, 191
다다, 90, 167
파가, 96, 180
차나, 75, 163
타나, 67, 168
타자, 56, 179
파다, 90, 148
하아, 76, 186
파차, 58, 182
마차, 59, 176
사자, 84, 165
마하, 53, 167
파자, 71, 193
마자, 89, 155
바바, 79, 178
파차, 73, 158
나나, 45, 167
카자, 61, 179
자다, 78, 152
마나, 44, 155
차하, 48, 143
차카, 74, 192
다카, 91, 158
가나, 96, 195
자다, 49, 164
라나, 95, 170
마가, 96, 144
하나, 86, 145
사차, 68, 157
타바, 45, 147
자차, 65, 199
파나, 80, 163
자나, 59, 176
차자, 84, 178
마가, 60, 158
바나, 88, 183
카아, 70, 196
아차, 57, 168
자라, 48, 149
사아, 90, 174
나카, 84, 153
마하, 78, 186
사파, 56, 161
자사, 77, 185
카차, 80, 149
카차, 83, 140
차아, 76, 166
나마, 72, 165
사차, 46, 163
차라, 98, 183
카마, 53, 188
마사, 74, 186
아파, 93, 165
마사, 46, 151
하마, 73, 154
파가, 97, 175
하자, 43, 142
자파, 46, 186
자파, 60, 179
하차, 78, 159
다사, 90, 178
가파, 71, 149
라차, 74, 197
하마, 67, 144
타파, 86, 185
마다, 51, 155
마자, 88, 152
하파, 95, 159
아아, 92, 177
차나, 57, 191
마사, 59, 193
사마, 90, 175
가라, 86, 159
자파, 89, 174
마차, 79, 157
바하, 80, 193
하타, 69, 184
사하, 95, 178
가하, 67, 162
아파, 49, 187
라카, 94, 189
카타, 65, 151
사아, 90, 160
다타, 86, 154
차타, 53, 193
파사, 44, 176
나아, 51, 197
나아, 51, 164
아타, 49, 186
다가, 90, 187
사마, 52, 144
마사, 75, 181
바차, 59, 154
하다, 60, 141
하사, 57, 170
하마, 97, 154
파마, 55, 149
타라, 47, 180
타바, 68, 167
카가, 73, 194
카바, 99, 149
나하, 78, 185
나아, 46, 169
파파, 94, 159
아파, 59, 167
가사, 96, 171
카다, 67, 192
라카, 83, 180
사자, 50, 155
타가, 86, 158
자카, 49, 152
마파, 84, 150
라자, 41, 176
하파, 88, 191
파타, 62, 191
하나, 87, 193
아아, 92, 157
라나, 63, 194
사다, 72, 180
사파, 59, 182
아바, 59, 178
파라, 79, 150
차자, 71, 189
나다, 60, 172
나타, 65, 197
마파, 50, 166
하가, 82, 172
카사, 65, 164
라사, 66, 156
파사, 54, 182
자차, 56, 196
바하, 87, 169
나가, 82, 193
카가, 74, 156
가아, 63, 184
마차, 93, 163
사카, 74, 152
카다, 61, 186
아다, 99, 152
바하, 97, 178
차바, 94, 167
다하, 46, 176
타마, 94, 179
바라, 85, 187
사아, 48, 157
타나, 67, 185
가다, 60, 154
나바, 80, 159
나파, 40, 192
다라, 66, 197
바다, 92, 184
파하, 56, 180
아아, 92, 198
가차, 52, 154
하차, 80, 199
하사, 97, 155
라하, 51, 170
하차, 52, 146
나마, 88, 150
바타, 85, 174
타타, 53, 161
아라, 57, 189
바하, 40, 140
파자, 97, 190
파파, 62, 178
자파, 51, 181
타다, 91, 152
마가, 59, 148
라자, 55, 156
마사, 40, 151
파라, 50, 164
자차, 89, 181
가바, 63, 167
하아, 63, 161
자자, 48, 182
가가, 95, 157
마아, 68, 161
가아, 62, 174
마바, 90, 150
아가, 70, 164
사바, 68, 173
가마, 51, 155
라다, 93, 197
사라, 95, 192
나아, 78, 186
가자, 50, 151
타사, 97, 191
가나, 83, 143
카라, 63, 143
타카, 45, 172
나라, 93, 163
아타, 74, 154
다가, 80, 140
파가, 67, 154
마하, 87, 186
차다, 60, 155
나하, 57, 175
파하, 52, 157
카라, 69, 151
라차, 63, 183
하나, 61, 191
바사, 67, 189
타라, 43, 164
마마, 42, 165
아바, 53, 169
하카, 74, 157
타하, 61, 191
